,Archivo,Original,Falso nulo,Calculada,Valor O,Valor C
178,14104-ZAPOTLANEJO.txt,"['01/04/2010', '0', 'Nulo', '26', '3']","['01/04/2010', 'Nulo', 'Nulo', '26', '3']","['01/04/2010', '0.0', '7.4', '26.0', '3.0']",0,0.0
179,14104-ZAPOTLANEJO.txt,"['26/10/2009', '0', 'Nulo', '29', '4.5']","['26/10/2009', '0', 'Nulo', '29', 'Nulo']","['26/10/2009', '0.0', '2.9', '29.0', '12.4']",4.5,12.4
180,14112-PIHUAMO.txt,"['09/01/2016', '0', '3.5', '28', '13.5']","['09/01/2016', '0', '3.5', 'Nulo', '13.5']","['09/01/2016', '0.0', '3.5', '30.2', '13.5']",28,30.2
181,14112-PIHUAMO.txt,"['17/05/2009', '1.5', '5.8', '38', '21']","['17/05/2009', 'Nulo', '5.8', '38', '21']","['17/05/2009', '2.8', '5.8', '38.0', '21.0']",1.5,2.8
182,14112-PIHUAMO.txt,"['17/04/2017', '0', '7.5', '30', '16']","['17/04/2017', '0', '7.5', 'Nulo', '16']","['17/04/2017', '0.0', '7.5', 'Nulo', '16.0']",30,Nulo
183,14113-ACATLAN DE JUAREZ.txt,"['15/09/2011', '0', '5.7', '34.5', '17.5']","['15/09/2011', 'Nulo', '5.7', '34.5', '17.5']","['15/09/2011', '0.2', '5.7', '34.5', '17.5']",0,0.2
184,14113-ACATLAN DE JUAREZ.txt,"['01/02/2009', '0', '4', 'Nulo', 'Nulo']","['01/02/2009', '0', 'Nulo', 'Nulo', 'Nulo']","['01/02/2009', '0.0', '3.8', '29.7', '6.4']",4,3.8
185,14113-ACATLAN DE JUAREZ.txt,"['21/12/2009', '0', '3', 'Nulo', 'Nulo']","['21/12/2009', '0', 'Nulo', 'Nulo', 'Nulo']","['21/12/2009', '0.0', '2.8', '27.3', '4.8']",3,2.8
186,14114-LAGOS DE MORENO.txt,"['05/09/2011', '0', '6.2', '24', '14']","['05/09/2011', '0', '6.2', '24', 'Nulo']","['05/09/2011', '0.0', '6.2', '24.0', '14.3']",14,14.3
187,14114-LAGOS DE MORENO.txt,"['13/06/2016', '2.8', '2.7', '28', '16']","['13/06/2016', '2.8', '2.7', 'Nulo', '16']","['13/06/2016', '2.8', '2.7', '28.5', '16.0']",28,28.5
188,14114-LAGOS DE MORENO.txt,"['16/08/2017', '2.5', '2.9', '27', '14']","['16/08/2017', '2.5', '2.9', 'Nulo', '14']","['16/08/2017', '2.5', '2.9', '28.8', '14.0']",27,28.8
189,14117-VILLA PURIFICACION.txt,"['18/10/2010', '0', 'Nulo', '33', '18']","['18/10/2010', '0', 'Nulo', 'Nulo', '18']","['18/10/2010', '0.0', '5.5', '32.5', '18.0']",33,32.5
190,14117-VILLA PURIFICACION.txt,"['17/08/2013', '22', 'Nulo', '34', '20']","['17/08/2013', '22', 'Nulo', 'Nulo', '20']","['17/08/2013', '22.0', '7.9', '34.7', '20.0']",34,34.7
191,14117-VILLA PURIFICACION.txt,"['24/11/2016', '0', 'Nulo', '31', '17']","['24/11/2016', 'Nulo', 'Nulo', '31', '17']","['24/11/2016', '0.0', '5.1', '31.0', '17.0']",0,0.0
192,14118-TUXPAN.txt,"['12/07/2010', '7.5', 'Nulo', '37.5', '18']","['12/07/2010', 'Nulo', 'Nulo', '37.5', '18']","['12/07/2010', '0.0', '4.0', '37.5', '18.0']",7.5,0.0
193,14118-TUXPAN.txt,"['19/08/2009', '32.5', 'Nulo', '35', '16']","['19/08/2009', '32.5', 'Nulo', 'Nulo', '16']","['19/08/2009', '32.5', '2.2', '31.1', '16.0']",35,31.1
194,14118-TUXPAN.txt,"['27/04/2016', '0', 'Nulo', '31', '12']","['27/04/2016', '0', 'Nulo', 'Nulo', '12']","['27/04/2016', '0.0', '5.6', '33.9', '12.0']",31,33.9
195,14119-QUITUPAN.txt,"['04/12/2010', '0', '3.8', '28.5', '6.5']","['04/12/2010', '0', 'Nulo', '28.5', '6.5']","['04/12/2010', '0.0', 'Nulo', '28.5', '6.5']",3.8,Nulo
196,14119-QUITUPAN.txt,"['15/12/2010', '0', '3.1', '26', '2']","['15/12/2010', '0', '3.1', 'Nulo', '2']","['15/12/2010', '0.0', '3.1', 'Nulo', '2.0']",26,Nulo
197,14119-QUITUPAN.txt,"['30/12/2010', '0', '3.9', '28', '7.5']","['30/12/2010', '0', '3.9', '28', 'Nulo']","['30/12/2010', '0.0', '3.9', '28.0', 'Nulo']",7.5,Nulo
198,14122-TEOCALTICHE.txt,"['10/04/2013', '0', '8.6', '28.5', '5']","['10/04/2013', '0', '8.6', '28.5', 'Nulo']","['10/04/2013', '0.0', '8.6', '28.5', '5.3']",5,5.3
199,14122-TEOCALTICHE.txt,"['11/11/2016', '1', 'Nulo', '18', '11']","['11/11/2016', '1', 'Nulo', 'Nulo', '11']","['11/11/2016', '1.0', '1.4', '21.0', '11.0']",18,21.0
200,14122-TEOCALTICHE.txt,"['25/07/2014', '1.1', 'Nulo', '27', '11.5']","['25/07/2014', 'Nulo', 'Nulo', '27', '11.5']","['25/07/2014', '1.1', '2.8', '27.0', '11.5']",1.1,1.1
201,14123-SAN DIEGO DE ALEJANDRIA.txt,"['06/03/2012', '0', '4.4', '28', '9']","['06/03/2012', 'Nulo', '4.4', '28', '9']","['06/03/2012', '0.0', '4.4', '28.0', '9.0']",0,0.0
202,14123-SAN DIEGO DE ALEJANDRIA.txt,"['20/11/2017', '0', '1.4', '28', '9']","['20/11/2017', '0', 'Nulo', '28', '9']","['20/11/2017', '0.0', '2.0', '28.0', '9.0']",1.4,2.0
203,14123-SAN DIEGO DE ALEJANDRIA.txt,"['31/03/2016', '0', 'Nulo', '30', '12']","['31/03/2016', 'Nulo', 'Nulo', '30', '12']","['31/03/2016', '0.0', '6.4', '30.0', '12.0']",0,0.0
204,14125-MIXTLAN.txt,"['02/08/2009', '14', '2.6', '26', '9']","['02/08/2009', '14', 'Nulo', '26', '9']","['02/08/2009', '14.0', '4.5', '26.0', '9.0']",2.6,4.5
205,14125-MIXTLAN.txt,"['18/12/2015', '0', '2.5', '21', '3']","['18/12/2015', 'Nulo', '2.5', '21', '3']","['18/12/2015', '0.0', '2.5', '21.0', '3.0']",0,0.0
206,14125-MIXTLAN.txt,"['11/02/2010', '2.2', '1', '20', '6']","['11/02/2010', '2.2', '1', 'Nulo', '6']","['11/02/2010', '2.2', '1.0', '19.5', '6.0']",20,19.5
207,14129-TONILA.txt,"['05/09/2013', '0', 'Nulo', '27', '12']","['05/09/2013', '0', 'Nulo', 'Nulo', '12']","['05/09/2013', '0.0', 'Nulo', '22.6', '12.0']",27,22.6
208,14129-TONILA.txt,"['07/06/2013', '0', 'Nulo', '31', '12']","['07/06/2013', '0', 'Nulo', '31', 'Nulo']","['07/06/2013', '0.0', 'Nulo', '31.0', 'Nulo']",12,Nulo
209,14129-TONILA.txt,"['17/02/2008', '0', 'Nulo', 'Nulo', 'Nulo']","['17/02/2008', 'Nulo', 'Nulo', 'Nulo', 'Nulo']","['17/02/2008', '0.0', 'Nulo', '35.1', '5.7']",0,0.0
210,14132-SAN PEDRO TLAQUEPAQUE.txt,"['25/02/2010', '0', 'Nulo', '18', '4']","['25/02/2010', 'Nulo', 'Nulo', '18', '4']","['25/02/2010', '0.0', '6.0', '18.0', '4.0']",0,0.0
211,14132-SAN PEDRO TLAQUEPAQUE.txt,"['27/05/2015', '3.1', 'Nulo', '34.5', '20']","['27/05/2015', 'Nulo', 'Nulo', '34.5', '20']","['27/05/2015', '3.2', '7.4', '34.5', '20.0']",3.1,3.2
212,14132-SAN PEDRO TLAQUEPAQUE.txt,"['16/08/2013', '0', 'Nulo', '31.5', '18.5']","['16/08/2013', 'Nulo', 'Nulo', '31.5', '18.5']","['16/08/2013', '0.0', '6.7', '31.5', '18.5']",0,0.0
213,14136-AMATITAN.txt,"['13/10/2010', '0', '5', '35', '19']","['13/10/2010', '0', '5', 'Nulo', '19']","['13/10/2010', '0.0', '5.0', '31.6', '19.0']",35,31.6
214,14136-AMATITAN.txt,"['19/04/2015', '0', '8.1', '36.5', '19']","['19/04/2015', '0', 'Nulo', '36.5', '19']","['19/04/2015', '0.0', '8.0', '36.5', '19.0']",8.1,8.0
215,14136-AMATITAN.txt,"['17/09/2015', '2', '1.5', '31.5', '20.5']","['17/09/2015', '2', '1.5', 'Nulo', '20.5']","['17/09/2015', '2.0', '1.5', '29.0', '20.5']",31.5,29.0
216,14139-UNION DE TULA.txt,"['05/05/2015', '0', '3.9', '30', '12']","['05/05/2015', '0', 'Nulo', '30', '12']","['05/05/2015', '0.0', '6.1', '30.0', '12.0']",3.9,6.1
217,14139-UNION DE TULA.txt,"['23/05/2014', '0', '4.7', '30', '10']","['23/05/2014', '0', '4.7', 'Nulo', '10']","['23/05/2014', '0.0', '4.7', '34.8', '10.0']",30,34.8
218,14139-UNION DE TULA.txt,"['30/03/2015', '0', '3.6', '30', '10']","['30/03/2015', '0', 'Nulo', '30', '10']","['30/03/2015', '0.0', '6.2', '30.0', '10.0']",3.6,6.2
219,14140-TALPA DE ALLENDE.txt,"['03/12/2011', '0', '3.7', '29', '5']","['03/12/2011', 'Nulo', '3.7', '29', '5']","['03/12/2011', '0.0', '3.7', '29.0', '5.0']",0,0.0
220,14140-TALPA DE ALLENDE.txt,"['06/10/2017', '5.5', '3.8', '30', '18']","['06/10/2017', '5.5', '3.8', '30', 'Nulo']","['06/10/2017', '5.5', '3.8', '30.0', '16.4']",18,16.4
221,14140-TALPA DE ALLENDE.txt,"['03/04/2011', '0', '5.9', '34', '4']","['03/04/2011', '0', 'Nulo', '34', '4']","['03/04/2011', '0.0', '7.8', '34.0', '4.0']",5.9,7.8
222,14141-TAMAZULA DE GORDIANO.txt,"['06/02/2015', '0', '4.6', '30.5', '10']","['06/02/2015', '0', '4.6', 'Nulo', '10']","['06/02/2015', '0.0', '4.6', '24.6', '10.0']",30.5,24.6
223,14141-TAMAZULA DE GORDIANO.txt,"['23/11/2014', '0', '2.7', '30', '13.5']","['23/11/2014', '0', '2.7', 'Nulo', '13.5']","['23/11/2014', '0.0', '2.7', '29.0', '13.5']",30,29.0
224,14141-TAMAZULA DE GORDIANO.txt,"['09/12/2014', '0', '2.7', '29', '10']","['09/12/2014', '0', '2.7', 'Nulo', '10']","['09/12/2014', '0.0', '2.7', '26.6', '10.0']",29,26.6
225,14142-TAPALPA.txt,"['22/08/2016', '0', '2.7', '27', '11']","['22/08/2016', '0', '2.7', 'Nulo', '11']","['22/08/2016', '0.0', '2.7', '24.2', '11.0']",27,24.2
226,14142-TAPALPA.txt,"['20/11/2010', '0', '2.1', '27', '5']","['20/11/2010', '0', '2.1', '27', 'Nulo']","['20/11/2010', '0.0', '2.1', '27.0', 'Nulo']",5,Nulo
227,14142-TAPALPA.txt,"['16/04/2015', '0', '5.3', '28', '6']","['16/04/2015', '0', 'Nulo', '28', '6']","['16/04/2015', '0.0', '8.0', '28.0', '6.0']",5.3,8.0
228,14143-TECOLOTLAN.txt,"['11/12/2011', '0', '3.7', '29', '6']","['11/12/2011', '0', '3.7', '29', 'Nulo']","['11/12/2011', '0.0', '3.7', '29.0', '9.5']",6,9.5
229,14143-TECOLOTLAN.txt,"['15/09/2011', '0', '3.3', '29', '18']","['15/09/2011', 'Nulo', '3.3', '29', '18']","['15/09/2011', '0.1', '3.3', '29.0', '18.0']",0,0.1
230,14143-TECOLOTLAN.txt,"['04/01/2013', '0', '1.4', '26', '8']","['04/01/2013', '0', '1.4', '26', 'Nulo']","['04/01/2013', '0.0', '1.4', '26.0', '8.7']",8,8.7
231,14144-COLOTLAN.txt,"['04/10/2016', '0', '4.8', '29', '11']","['04/10/2016', '0', '4.8', '29', 'Nulo']","['04/10/2016', '0.0', '4.8', '29.0', '12.2']",11,12.2
232,14144-COLOTLAN.txt,"['17/12/2012', '0', '4.2', '25', '6']","['17/12/2012', '0', '4.2', 'Nulo', '6']","['17/12/2012', '0.0', '4.2', '25.8', '6.0']",25,25.8
233,14144-COLOTLAN.txt,"['23/06/2017', '12', '7.9', '36', '18']","['23/06/2017', '12', '7.9', '36', 'Nulo']","['23/06/2017', '12.0', '7.9', '36.0', '18.8']",18,18.8
234,14145-TEOCALTICHE.txt,"['09/03/2014', '1.5', '5', '27', '9']","['09/03/2014', '1.5', 'Nulo', '27', '9']","['09/03/2014', '1.5', '3.6', '27.0', '9.0']",5,3.6
235,14145-TEOCALTICHE.txt,"['13/11/2014', '0', '2.4', '27', '10.5']","['13/11/2014', '0', '2.4', 'Nulo', '10.5']","['13/11/2014', '0.0', '2.4', '25.9', '10.5']",27,25.9
236,14145-TEOCALTICHE.txt,"['18/05/2012', '0', '6.4', '36', '15']","['18/05/2012', '0', '6.4', '36', 'Nulo']","['18/05/2012', '0.0', '6.4', '36.0', '13.3']",15,13.3
237,14146-TEOCUITATLAN DE CORONA.txt,"['20/03/2010', '0', '5.9', '29.5', '9']","['20/03/2010', '0', '5.9', 'Nulo', '9']","['20/03/2010', '0.0', '5.9', '28.5', '9.0']",29.5,28.5
238,14146-TEOCUITATLAN DE CORONA.txt,"['13/10/2016', '0', '6.4', '32.5', '16.5']","['13/10/2016', 'Nulo', '6.4', '32.5', '16.5']","['13/10/2016', '2.2', '6.4', '32.5', '16.5']",0,2.2
239,14146-TEOCUITATLAN DE CORONA.txt,"['12/03/2012', '0', '4.3', '32.5', '13']","['12/03/2012', '0', '4.3', '32.5', 'Nulo']","['12/03/2012', '0.0', '4.3', '32.5', '11.6']",13,11.6
240,14155-TUXCACUESCO.txt,"['12/09/2017', '0', 'Nulo', '36', '22']","['12/09/2017', '0', 'Nulo', 'Nulo', '22']","['12/09/2017', '0.0', '3.3', '33.7', '22.0']",36,33.7
241,14155-TUXCACUESCO.txt,"['18/07/2016', '0.5', 'Nulo', '36', '21']","['18/07/2016', '0.5', 'Nulo', 'Nulo', '21']","['18/07/2016', '0.5', '3.3', '33.9', '21.0']",36,33.9
242,14155-TUXCACUESCO.txt,"['27/03/2013', '0', 'Nulo', '36', '13']","['27/03/2013', '0', 'Nulo', '36', 'Nulo']","['27/03/2013', '0.0', '7.8', '36.0', '12.7']",13,12.7
243,14156-TUXCUECA.txt,"['10/07/2008', '5.5', '2.2', '23', '17']","['10/07/2008', 'Nulo', '2.2', '23', '17']","['10/07/2008', '5.8', '2.2', '23.0', '17.0']",5.5,5.8
244,14156-TUXCUECA.txt,"['18/04/2012', '0', '8.2', '29', '14']","['18/04/2012', '0', 'Nulo', '29', '14']","['18/04/2012', '0.0', '7.1', '29.0', '14.0']",8.2,7.1
245,14156-TUXCUECA.txt,"['16/09/2008', '2.5', '2.4', '24', '16']","['16/09/2008', '2.5', '2.4', 'Nulo', '16']","['16/09/2008', '2.5', '2.4', '23.6', '16.0']",24,23.6
246,14157-UNION DE SAN ANTONIO.txt,"['01/12/2012', '0', '2.9', '26', '8']","['01/12/2012', '0', '2.9', '26', 'Nulo']","['01/12/2012', '0.0', '2.9', '26.0', '9.1']",8,9.1
247,14157-UNION DE SAN ANTONIO.txt,"['11/02/2010', '0', '2', '23', '7']","['11/02/2010', '0', 'Nulo', '23', '7']","['11/02/2010', '0.0', '1.9', '23.0', '7.0']",2,1.9
248,14157-UNION DE SAN ANTONIO.txt,"['10/08/2014', '0', '5.5', '28', '11']","['10/08/2014', '0', 'Nulo', '28', '11']","['10/08/2014', '0.0', '5.2', '28.0', '11.0']",5.5,5.2
249,14160-VALLE DE JUAREZ.txt,"['05/10/2013', '0', '4.3', '26', '11']","['05/10/2013', 'Nulo', '4.3', '26', '11']","['05/10/2013', '2.3', '4.3', '26.0', '11.0']",0,2.3
250,14160-VALLE DE JUAREZ.txt,"['12/08/2018', '16', '3.9', '31', '12']","['12/08/2018', '16', 'Nulo', '31', '12']","['12/08/2018', '16.0', 'Nulo', '31.0', '12.0']",3.9,Nulo
251,14160-VALLE DE JUAREZ.txt,"['09/12/2011', '0', '2.7', '25', '6']","['09/12/2011', '0', '2.7', '25', 'Nulo']","['09/12/2011', '0.0', '2.7', '25.0', '8.9']",6,8.9
252,14164-VILLA GUERRERO.txt,"['02/01/2014', '0', '1.8', '16.5', '6']","['02/01/2014', '0', '1.8', 'Nulo', '6']","['02/01/2014', '0.0', '1.8', '20.0', '6.0']",16.5,20.0
253,14164-VILLA GUERRERO.txt,"['07/02/2009', '0', '5.1', '26', '4']","['07/02/2009', '0', '5.1', '26', 'Nulo']","['07/02/2009', '0.0', '5.1', '26.0', '3.6']",4,3.6
254,14164-VILLA GUERRERO.txt,"['17/09/2010', '0', '4.1', '30', '13']","['17/09/2010', '0', '4.1', '30', 'Nulo']","['17/09/2010', '0.0', '4.1', '30.0', '11.1']",13,11.1
255,14165-CAÑADAS DE OBREGON.txt,"['23/02/2009', '0', '6.6', '26', '2']","['23/02/2009', '0', '6.6', '26', 'Nulo']","['23/02/2009', '0.0', '6.6', '26.0', '8.2']",2,8.2
256,14165-CAÑADAS DE OBREGON.txt,"['11/10/2008', '7.5', '3.7', '28', '14']","['11/10/2008', 'Nulo', '3.7', '28', '14']","['11/10/2008', '16.5', '3.7', '28.0', '14.0']",7.5,16.5
257,14165-CAÑADAS DE OBREGON.txt,"['06/08/2018', '51.6', '3.7', '26.5', '17.5']","['06/08/2018', 'Nulo', '3.7', '26.5', '17.5']","['06/08/2018', '18.0', '3.7', '26.5', '17.5']",51.6,18.0
258,14167-YAHUALICA DE GONZALEZ GALLO.txt,"['06/10/2008', '0', 'Nulo', '28', '14']","['06/10/2008', '0', 'Nulo', '28', 'Nulo']","['06/10/2008', '0.0', '4.2', '28.0', '11.5']",14,11.5
259,14167-YAHUALICA DE GONZALEZ GALLO.txt,"['27/12/2015', '0', '6.1', '23', '6']","['27/12/2015', '0', '6.1', '23', 'Nulo']","['27/12/2015', '0.0', '6.1', '23.0', '6.9']",6,6.9
260,14167-YAHUALICA DE GONZALEZ GALLO.txt,"['10/11/2011', '0', 'Nulo', '24', '3']","['10/11/2011', 'Nulo', 'Nulo', '24', '3']","['10/11/2011', '0.0', '3.7', '24.0', '3.0']",0,0.0
261,14168-ZACOALCO DE TORRES.txt,"['15/04/2012', '0', 'Nulo', '33', '13']","['15/04/2012', '0', 'Nulo', 'Nulo', '13']","['15/04/2012', '0.0', '7.7', '33.5', '13.0']",33,33.5
262,14168-ZACOALCO DE TORRES.txt,"['28/03/2008', '0', 'Nulo', '33', '11']","['28/03/2008', '0', 'Nulo', 'Nulo', '11']","['28/03/2008', '0.0', '7.7', '33.7', '11.0']",33,33.7
263,14168-ZACOALCO DE TORRES.txt,"['30/03/2018', '0', 'Nulo', '31', '12']","['30/03/2018', '0', 'Nulo', '31', 'Nulo']","['30/03/2018', '0.0', 'Nulo', '31.0', 'Nulo']",12,Nulo
264,14169-ZAPOPAN.txt,"['26/01/2010', '0', 'Nulo', '30', '9']","['26/01/2010', '0', 'Nulo', '30', 'Nulo']","['26/01/2010', '0.0', '3.5', '30.0', '8.0']",9,8.0
265,14169-ZAPOPAN.txt,"['01/09/2016', '2.5', 'Nulo', '27', '15']","['01/09/2016', 'Nulo', 'Nulo', '27', '15']","['01/09/2016', '12.3', '5.8', '27.0', '15.0']",2.5,12.3
266,14169-ZAPOPAN.txt,"['21/08/2008', '32', 'Nulo', '25', '16.5']","['21/08/2008', '32', 'Nulo', 'Nulo', '16.5']","['21/08/2008', '32.0', '1.7', '27.1', '16.5']",25,27.1
267,14179-OJUELOS DE JALISCO.txt,"['01/10/2014', '0', '4', '23', '9']","['01/10/2014', '0', 'Nulo', '23', '9']","['01/10/2014', '0.0', '3.6', '23.0', '9.0']",4,3.6
268,14179-OJUELOS DE JALISCO.txt,"['01/02/2011', '0', '7', '20', '4']","['01/02/2011', '0', 'Nulo', '20', '4']","['01/02/2011', '0.0', '4.5', '20.0', '4.0']",7,4.5
269,14179-OJUELOS DE JALISCO.txt,"['11/12/2015', '0', '5', '20', '3']","['11/12/2015', '0', 'Nulo', '20', '3']","['11/12/2015', '0.0', '2.1', '20.0', '3.0']",5,2.1
270,14180-QUITUPAN.txt,"['20/10/2009', '0', '2.8', '30.5', '13']","['20/10/2009', '0', '2.8', 'Nulo', '13']","['20/10/2009', '0.0', '2.8', 'Nulo', '13.0']",30.5,Nulo
271,14180-QUITUPAN.txt,"['16/01/2016', '0', '3.8', '25.5', '3']","['16/01/2016', 'Nulo', '3.8', '25.5', '3']","['16/01/2016', '0.0', '3.8', '25.5', '3.0']",0,0.0
272,14180-QUITUPAN.txt,"['28/09/2017', '0', '3.5', '27', '15']","['28/09/2017', '0', '3.5', 'Nulo', '15']","['28/09/2017', '0.0', '3.5', 'Nulo', '15.0']",27,Nulo
273,14187-TEQUILA.txt,"['22/02/2017', '0', '5.3', '31', '10']","['22/02/2017', 'Nulo', '5.3', '31', '10']","['22/02/2017', '0.0', '5.3', '31.0', '10.0']",0,0.0
274,14187-TEQUILA.txt,"['28/04/2016', '0', '8.8', '36', '13']","['28/04/2016', '0', '8.8', 'Nulo', '13']","['28/04/2016', '0.0', '8.8', '34.4', '13.0']",36,34.4
275,14187-TEQUILA.txt,"['14/02/2014', '0', '4.1', '32', '10']","['14/02/2014', 'Nulo', '4.1', '32', '10']","['14/02/2014', '0.0', '4.1', '32.0', '10.0']",0,0.0
276,14189-TIZAPAN EL ALTO.txt,"['03/05/2009', '0', '10.1', '32', '16']","['03/05/2009', 'Nulo', '10.1', '32', '16']","['03/05/2009', '0.0', '10.1', '32.0', '16.0']",0,0.0
277,14189-TIZAPAN EL ALTO.txt,"['03/11/2013', '0', '4.1', '28', '13']","['03/11/2013', '0', '4.1', '28', 'Nulo']","['03/11/2013', '0.0', '4.1', '28.0', '13.3']",13,13.3
278,14189-TIZAPAN EL ALTO.txt,"['15/05/2008', '0', '7.9', '31.5', '15']","['15/05/2008', '0', 'Nulo', '31.5', '15']","['15/05/2008', '0.0', '5.9', '31.5', '15.0']",7.9,5.9
279,14191-VALLE DE JUAREZ.txt,"['29/07/2014', '3', '3', '24', '11']","['29/07/2014', '3', '3', 'Nulo', '11']","['29/07/2014', '3.0', '3.0', '23.7', '11.0']",24,23.7
280,14191-VALLE DE JUAREZ.txt,"['11/01/2016', '0', '3', '19', '8']","['11/01/2016', '0', 'Nulo', '19', '8']","['11/01/2016', '0.0', '3.0', '19.0', '8.0']",3,3.0
281,14191-VALLE DE JUAREZ.txt,"['27/03/2016', '0', '4.2', '25', '7']","['27/03/2016', '0', '4.2', 'Nulo', '7']","['27/03/2016', '0.0', '4.2', '25.1', '7.0']",25,25.1
282,14195-SAN JUANITO DE ESCOBEDO.txt,"['17/12/2017', '66', '4', '21', '2']","['17/12/2017', '66', '4', '21', 'Nulo']","['17/12/2017', '66.0', '4.0', '21.0', '10.9']",2,10.9
283,14195-SAN JUANITO DE ESCOBEDO.txt,"['15/04/2015', '0', '4.5', '26', '15']","['15/04/2015', 'Nulo', '4.5', '26', '15']","['15/04/2015', '0.0', '4.5', '26.0', '15.0']",0,0.0
284,14195-SAN JUANITO DE ESCOBEDO.txt,"['09/06/2016', '0', '4', '29', '17']","['09/06/2016', '0', 'Nulo', '29', '17']","['09/06/2016', '0.0', '7.5', '29.0', '17.0']",4,7.5
285,14197-UNION DE TULA.txt,"['27/02/2015', '0', '5.6', '29', 'Nulo']","['27/02/2015', 'Nulo', '5.6', '29', 'Nulo']","['27/02/2015', '0.0', '5.6', '29.0', '10.9']",0,0.0
286,14197-UNION DE TULA.txt,"['23/03/2012', '0', '6.3', '30.5', '7']","['23/03/2012', '0', '6.3', 'Nulo', '7']","['23/03/2012', '0.0', '6.3', '32.8', '7.0']",30.5,32.8
287,14197-UNION DE TULA.txt,"['10/03/2015', '30.6', '8.4', '19', '10']","['10/03/2015', '30.6', 'Nulo', '19', '10']","['10/03/2015', '30.6', '6.0', '19.0', '10.0']",8.4,6.0
288,14198-CUAUTITLAN DE GARCIA BARRAGAN.txt,"['25/12/2015', '0', '3.1', '32.5', '18.5']","['25/12/2015', 'Nulo', '3.1', '32.5', '18.5']","['25/12/2015', '0.0', '3.1', '32.5', '18.5']",0,0.0
289,14198-CUAUTITLAN DE GARCIA BARRAGAN.txt,"['18/08/2017', '1.2', '4', '33', '21']","['18/08/2017', '1.2', 'Nulo', '33', '21']","['18/08/2017', '1.2', '4.5', '33.0', '21.0']",4,4.5
290,14199-PONCITLAN.txt,"['12/09/2013', '0', '2.7', '24', '16']","['12/09/2013', '0', 'Nulo', '24', '16']","['12/09/2013', '0.0', '4.2', '24.0', '16.0']",2.7,4.2
291,14199-PONCITLAN.txt,"['31/10/2013', '0', '3.8', '26', '15']","['31/10/2013', '0', '3.8', '26', 'Nulo']","['31/10/2013', '0.0', '3.8', '26.0', '11.4']",15,11.4
292,14199-PONCITLAN.txt,"['09/02/2016', '0', '6.3', '25', '7']","['09/02/2016', '0', 'Nulo', '25', '7']","['09/02/2016', '0.0', '4.2', '25.0', '7.0']",6.3,4.2
293,14200-SAN PEDRO TLAQUEPAQUE.txt,"['17/09/2015', '0', '3.9', '28.5', '16.5']","['17/09/2015', '0', '3.9', '28.5', 'Nulo']","['17/09/2015', '0.0', '3.9', '28.5', '16.4']",16.5,16.4
294,14200-SAN PEDRO TLAQUEPAQUE.txt,"['23/06/2017', '0', '7.9', '34.5', '19']","['23/06/2017', '0', 'Nulo', '34.5', '19']","['23/06/2017', '0.0', '8.3', '34.5', '19.0']",7.9,8.3
295,14200-SAN PEDRO TLAQUEPAQUE.txt,"['02/06/2018', '0', '8.9', '36', '20']","['02/06/2018', '0', '8.9', 'Nulo', '20']","['02/06/2018', '0.0', '8.9', '35.7', '20.0']",36,35.7
296,14266-JALOSTOTITLAN.txt,"['29/09/2010', '0', '4.9', '29', '9.5']","['29/09/2010', '0', '4.9', '29', 'Nulo']","['29/09/2010', '0.0', '4.9', '29.0', '11.9']",9.5,11.9
297,14266-JALOSTOTITLAN.txt,"['15/02/2010', '0', '3.4', '24', '2.5']","['15/02/2010', '0', '3.4', '24', 'Nulo']","['15/02/2010', '0.0', '3.4', '24.0', '5.2']",2.5,5.2
298,14266-JALOSTOTITLAN.txt,"['23/02/2011', '0', '6.5', '29.5', '0.5']","['23/02/2011', '0', 'Nulo', '29.5', '0.5']","['23/02/2011', '0.0', '5.9', '29.5', '0.5']",6.5,5.9
299,14269-AHUALULCO DE MERCADO.txt,"['22/12/2012', '0', '3.7', '29.5', '8']","['22/12/2012', '0', '3.7', 'Nulo', '8']","['22/12/2012', '0.0', '3.7', '28.2', '8.0']",29.5,28.2
300,14269-AHUALULCO DE MERCADO.txt,"['05/08/2014', '26', '7', '32', '17']","['05/08/2014', '26', '7', '32', 'Nulo']","['05/08/2014', '26.0', '7.0', '32.0', '15.9']",17,15.9
301,14269-AHUALULCO DE MERCADO.txt,"['30/07/2010', '0', '5.6', '30', '16']","['30/07/2010', '0', 'Nulo', '30', '16']","['30/07/2010', '0.0', '5.0', '30.0', '16.0']",5.6,5.0
302,14294-TLAJOMULCO DE ZUÑIGA.txt,"['21/10/2008', '2.3', 'Nulo', '27.4', '12.5']","['21/10/2008', '2.3', 'Nulo', 'Nulo', '12.5']","['21/10/2008', '2.3', '4.1', '27.9', '12.5']",27.4,27.9
303,14294-TLAJOMULCO DE ZUÑIGA.txt,"['01/05/2008', '0', 'Nulo', '31.5', '11.5']","['01/05/2008', '0', 'Nulo', 'Nulo', '11.5']","['01/05/2008', '0.0', '7.9', '32.9', '11.5']",31.5,32.9
304,14294-TLAJOMULCO DE ZUÑIGA.txt,"['10/11/2008', '0', 'Nulo', '26.2', '6.2']","['10/11/2008', '0', 'Nulo', '26.2', 'Nulo']","['10/11/2008', '0.0', '3.4', '26.2', '9.8']",6.2,9.8
